id,user_location,text,user_name,user_followers,id_str,created,retweet_count,polarity,time
27,Canada,RT @RMWilliamsPhD: 🙌🏻,GloriaDWinn,315,1252395186509897728,2020-04-21T00:34:15,0,0.0,2020-04-20T18:34:20.695923
28,Sydney,@cheryl_kernot @lukehgomes Where is cash flow to come from? SMH article yesterday showed even banks oking loans not… https://t.co/JLjqTlEgBv,ValerieHeathMBC,246,1252395187868823554,2020-04-21T00:34:15,0,0.0,2020-04-20T18:34:20.948741
29,Earth,I want @JudicialWatch and @TomFitton to get to the bottom of Hillary Clinton's email scandal. Read: https://t.co/TTy1BLIQzW,BehindCurve,7,1252395187852042242,2020-04-21T00:34:15,0,0.0,2020-04-20T18:34:20.974197
30,"Maple, ON",how tf you pass a bill of trillions then blame democrats fucking looser 😂,KASHMIRIBL00D,11,1252395189471113218,2020-04-21T00:34:16,0,-0.6,2020-04-20T18:34:21.302056
31,"Chicago, IL",RT @Trek3871D: Trump says the Do-Nothing Democrats wont sign off on Bill. This 👇🏻👇🏻is why. Democrats are the only ones looking out for us.…,EdwardARowe1,2075,1252395189919862784,2020-04-21T00:34:16,0,0.0,2020-04-20T18:34:21.467243
32,"Sunnyside, WA",RT @LakersSBN: .@NBA time to send them the bill for this,AndresSaldana_,902,1252395193883439104,2020-04-21T00:34:17,0,0.0,2020-04-20T18:34:22.443874
33,"God's Country, USA","@Blondie_Barco @NikkiDonahoo their house payment, car payment, grocery bill, other essentials, are tied to working,… https://t.co/myg1d0hrAz",UDarnTuten,75,1252395194567102465,2020-04-21T00:34:17,0,-0.125,2020-04-20T18:34:22.548975
34,Soul Truckin USA,"RT @NewBlackMan: ""Bill Withers music gave folk the license to own their pain, and thus own the joy that came with the dawn.""

Bill Withers'…",HamiltonAnthony,535546,1252395196139966473,2020-04-21T00:34:17,0,0.6666666666666666,2020-04-20T18:34:22.969206
35,Wisconsin,RT @ROHLL5: WOW!!!!!!! Panel of 16 Judges Agrees: Barr Has Enough to Indict Clinton and Obama - Trump Train https://t.co/K9JSzTuMQI,ICEMANBADGER,1150,1252395196576174081,2020-04-21T00:34:17,0,0.2384185791015625,2020-04-20T18:34:23.014323
36,Oklahoma,@fleccas @DanCrenshawTX Bill maher is a pinhead,FiggFrankie,199,1252395196697870339,2020-04-21T00:34:17,0,0.0,2020-04-20T18:34:23.040439
37,USA,RT @8Notables: Please respect Bill Gates’ wishes. Spread this photo around so everyone knows not to retweet it.,lbj30,2413,1252395196714635264,2020-04-21T00:34:17,0,0.0,2020-04-20T18:34:23.055147
38,SW Nebraska,"RT @MajorPatriot: Ask yourself.

Why would Bush 41, Clinton, GW Bush and Obama completely screw over America when it came to trade deals wi…",Epona08,5226,1252395197125652480,2020-04-21T00:34:18,0,0.1,2020-04-20T18:34:23.146621
39,"Lakeland, FL",@DsterbdS @deadheads4pete @genie_ideman @CrumpTrump @cheristandsup @rift147 Yes! I should avoid insulting a preside… https://t.co/IfZ5kzsWvk,jimgard12130273,600,1252395198878871558,2020-04-21T00:34:18,0,-1.0,2020-04-20T18:34:23.583505
40,𝕃𝕚𝕘𝕙𝕥,"Should I keep Bill or reset until I get Kid Cat? 

Kid Cat is one of my favorites, but Bill is new and has my birthday...",ZachEvans97,3472,1252395199906476032,2020-04-21T00:34:18,0,0.13636363636363635,2020-04-20T18:34:23.846995
41,"Eugene, OR","RT @IamJackBoot: The next time you hear a celebrity saying, ""we'll get through this together,"" send them your electric bill with a thank yo…",amidemon138,500,1252395200120414208,2020-04-21T00:34:18,0,0.0,2020-04-20T18:34:23.885187
42,Kansaihimes heart & basement,@bunnie_hime This would be cool to have in my hospital the N95 material unless I can find the duck bill version eat… https://t.co/BmIVIwkfic,QTMisakiChi,11426,1252395200258772992,2020-04-21T00:34:18,0,0.35,2020-04-20T18:34:23.952988
43,DC Metro Area,"RT @RepKatiePorter: 7/X Some folks also write to me to express gratitude to our frontline/essential workers. In talking to those employees,…",_silversmith,2763,1252395201005412357,2020-04-21T00:34:18,0,0.0,2020-04-20T18:34:24.070474
44,God Bless America,"RT @w_terrence: I heard Bill Gates would appreciate if people would stop retweeting this picture 

Don’t RT to respect his wishes or 
RT if…",azcah73,546,1252395201382846473,2020-04-21T00:34:19,0,0.0,2020-04-20T18:34:24.166718
45,United States,RT @phillyeaglesfa1: Obama was given this show after Dems marked $75m for PBS’s parent the Corp for Public Broadcasting in the Coronavirus…,cherokeelaredo,313,1252395203001937920,2020-04-21T00:34:19,0,0.05,2020-04-20T18:34:24.566167
46,United States,"RT @IlhanMN: My bill to cancel rent and mortgages isn’t just necessary, it’s popular.

55% of Americans support it, including Republicans.…",UrielX83,33,1252395202532106241,2020-04-21T00:34:19,0,0.3,2020-04-20T18:34:24.667358
47,"Louisiana, USA","RT @BundyGP: 🇺🇲The Bill of Rights and the Constitution of the United States don't have an expiration date! 🇺🇲
#OpenAmerica
#OpenUpAmerica…",3JaysMomma,5221,1252395203769454593,2020-04-21T00:34:19,0,0.0,2020-04-20T18:34:24.785119
48,United States,@LisaMei62 I hear there is a 10 hour loop of Bill Gates catching Whip Cream pies to the grill. Wonder if that's ok? We'll find out.,TheG0nk,25,1252395206617395205,2020-04-21T00:34:20,0,0.55,2020-04-20T18:34:25.533087
49,"Pasto, Colombia","RT @UldaricoChilito: El Senador @IvanCepedaCast había solitado al Gob Nacional trasladar $1 billón del sector defensa a la Salud. Hoy, el M…",Vamycorp,947,1252395207330377731,2020-04-21T00:34:20,0,0.0,2020-04-20T18:34:25.599165
50,"Savannah, GA","RT @RepThomasMassie: Virus bills should deal with only one topic at a time

the bill to fund testing should stand alone 

the bill for smal…",Tamzilla_52,8097,1252395207716298758,2020-04-21T00:34:20,0,0.0,2020-04-20T18:34:25.687414
51,Colombia,RT @AABenedetti: ¡OJO! Un negocio de Carrasquilla? 500 mil millones anuales por intereses se van “ganar” los bancos por prestarle 9.8 bill…,leotecuenta,1279,1252395207942828040,2020-04-21T00:34:20,0,0.0,2020-04-20T18:34:25.711627
52,Mexico,"RT @w_terrence: I heard Bill Gates would appreciate if people would stop retweeting this picture 

Don’t RT to respect his wishes or 
RT if…",anaisela,883,1252395208316055553,2020-04-21T00:34:20,0,0.0,2020-04-20T18:34:25.811784
53,"New York, USA","1/ Today, Judge Reggie Walton, a harsh critic of AG Bill Barr, began his “in camera” review of the Mueller Report r… https://t.co/s33l9PbZH2",gregolear,126021,1252395208542543874,2020-04-21T00:34:20,0,-0.2,2020-04-20T18:34:25.889506
54,Commifornia ,RT @DMarieMaga: @Ohio_Buckeye_US @katiecouric @realDonaldTrump The same Katie Couric who was celebrating with Bill Gates and Epstein after…,JoVotes45,21450,1252395208865509385,2020-04-21T00:34:20,0,0.0,2020-04-20T18:34:25.951319
55,Mobile,"RT @BreitbartNews: The Establishment Media are out in force defending Microsoft founder Bill Gates, alleging that he has become a ""right-wi…",BurstLane,304,1252395213294731270,2020-04-21T00:34:21,0,0.0,2020-04-20T18:34:27.008395
56,"San Jose, CA",RT @jilevin: Coronavirus Relief Bill Includes Tax Benefit for Millionaires That Will Cost Taxpayers $90 Billion https://t.co/guebJ2FGNH,jilevin,605331,1252395214192295937,2020-04-21T00:34:22,0,0.0,2020-04-20T18:34:27.207155
57,United States,"@slpng_giants @GovHowardDean @Facebook So, are you saying to hell with the 1st Amendment and the Bill of Rights?",JuJuJames8,125,1252395215542878214,2020-04-21T00:34:22,0,0.0,2020-04-20T18:34:27.571260
58,"Orlando, FL",RT @Education4Libs: Fuck Bill Gates.,MikeOxlong84,20,1252395215849046017,2020-04-21T00:34:22,0,-0.4,2020-04-20T18:34:27.632332
59,West Africa (LAGOS)..,"RT @AOC: Rent doesn’t wait on Congress.

I understand the idea of an “interim” patch bill, but if Congress doesn’t know when it will next c…",Ifeanyi07442670,113,1252395216020967427,2020-04-21T00:34:22,0,0.0,2020-04-20T18:34:27.648851
